LGA_code,LGA_Name,LGA_Name_abbr,MedianAge,MedianMortgage,MedianPersonIncome,MedianRent,MedianFamilyIncome,AverageBedroom,MedianHouseholdIncome,AverageHouseSize,Male,Female,Area,Population,Citizen,MaleAge(0-14),MaleAge(15-24),MaleAge(25-34),MaleAge(35-44),MaleAge(45-54),MaleAge(55-64),MaleAge(65-74),MaleAge(75-84),MaleAge(0ver85),TotalMale(allages),FemaleAge(0-14),FemaleAge(15-24),FemaleAge(25-34),FemaleAge(35-44),FemaleAge(45-54),FemaleAge(55-64),FemaleAge(65-74),FemaleAge(75-84),FemaleAge(0ver85),TotalFemale(allages),WeeklyFamilyHouseholdsIncome(Negative),WeeklyFamilyHouseholdsIncome(1-149),WeeklyFamilyHouseholdsIncome(150-299),WeeklyFamilyHouseholdsIncome(300-399),WeeklyFamilyHouseholdsIncome(400-499),WeeklyFamilyHouseholdsIncome(500-649)WeeklyFamilyHouseholdsIncome(650-799),WeeklyFamilyHouseholdsIncome(800-999),,WeeklyFamilyHouseholdsIncome(1000-1249),WeeklyFamilyHouseholdsIncome(1250-1499),WeeklyFamilyHouseholdsIncome(1500-1749),WeeklyFamilyHouseholdsIncome(1750-1999),WeeklyFamilyHouseholdsIncome(2000-2499),WeeklyFamilyHouseholdsIncome(2500-2999),WeeklyFamilyHouseholdsIncome(3000-3499),WeeklyFamilyHouseholdsIncome(3500-3999),WeeklyFamilyHouseholdsIncome(Over4000),WeeklyFamilyHouseholdsIncome(PartialIncomeStated),WeeklyFamilyHouseholdsIncome(NotStated),WeeklyNon-FamilyHouseholdsIncome(Negative),WeeklyNon-FamilyHouseholdsIncome(1-149),WeeklyNon-FamilyHouseholdsIncome(150-299),WeeklyNon-FamilyNon-HouseholdsIncome(300-399),WeeklyNon-FamilyHouseholdsIncome(400-499),WeeklyNon-FamilyHouseholdsIncome(500-649)WeeklyNon-FamilyHouseholdsIncome(650-799),WeeklyNon-FamilyHouseholdsIncome(800-999),,WeeklyNon-FamilyHouseholdsIncome(1000-1249),WeeklyNon-FamilyHouseholdsIncome(1250-1499),WeeklyNon-FamilyHouseholdsIncome(1500-1749),WeeklyNon-FamilyHouseholdsIncome(1750-1999),WeeklyNon-FamilyHouseholdsIncome(2000-2499),WeeklyNon-FamilyHouseholdsIncome(2500-2999),WeeklyNon-FamilyHouseholdsIncome(3000-3499),WeeklyNon-FamilyHouseholdsIncome(3500-3999),WeeklyNon-FamilyHouseholdsIncome(Over4000),WeeklyNon-FamilyHouseholdsIncome(PartialIncomeStated),WeeklyNon-FamilyHouseholdsIncome(NotStated),NoneBedroom,1Bedroom,2Bedrooms,3Bedrooms,4Bedrooms,5Bedrooms,Bedrooms(Over6),NotStated,OneMethodbyTrain,OneMethodbyBus,OneMethodbyFerry,OneMethodbyTram(IncludesLightRail),OneMethodbyTaxi,OneMethodbyCarasDriver,OneMethodbyCarasPassenger,OneMethodbyTruck,OneMethodbyMotorbikeorscooter,OneMethodbyBicycle,OtherOneMethod,OneMethodbyWalk,TwoMethodsByTrainAndBus,TwoMethodsByTrainAndFerry,TwoMethodsByTrainAndTram(IncludesLightRail),,TwoMethodsByTrainAndCarasDriver,TwoMethodsByTrainAndCarasPassenger,TwoMethodsByBusAndFerry,TwoMethodsByBusAndTram(IncludesLightRail),,TwoMethodsByBusAndCarasDriver,TwoMethodsByBusAndCarasPassenger,OtherTwoMethods,ThreeMethodsByTrainandOtherTwoMethods,BusandTwoOtherMethods(ExcludesTrain),OtherThreeMethods,Male>=70,Male<70,Female>=70,Female<70,Person>=70,Person<70,LowIncomePersons,LowIncome%,LonePerson,LonePerson%,PercentofPublicTransportation
LGA16700,Ryde(C),Ryde,36,2200,738,460,2106,1,1786,2.7,56509,59791,40.5,116302,85971,9444,7085,9656,7982,6515,5393,3668,2082,842,52658,8846,7026,10209,8274,7118,6122,4098,2674,1322,55688,485,160,199,147,540,522,1281,1242,1776,1816,1687,1690,3723,2803,2127,1815,4542,2580,250,682,187,534,768,1397,774,744,896,1054,856,805,651,1025,198,103,414,138,304,366,156,4358,13396,12183,7225,2413,681,859,6763,5800,199,7,87,28048,1991,296,409,330,250,2357,1708,28,22,466,198,65,28,3,258,128,43,306,318,34,11,5002,51496,6746,53044,11751,104554,36109,0.370976524374583,9577,0.088394373477073,32.65
LGA16900,Shellharbour(C),Shellharbour,39,1846,579,340,1562,0.8,1343,2.7,33444,35015,147.4,68460,61600,6709,4358,3594,3886,4139,3775,2889,1469,419,31234,6359,4233,3946,4228,4553,4143,3061,1744,566,32832,131,84,130,143,505,558,1714,1172,1501,1476,1248,1246,2318,1564,932,596,998,1749,261,120,68,298,619,1237,471,390,428,421,231,198,137,208,31,10,64,10,76,299,40,569,2892,10711,7297,1383,225,528,352,242,8,4,17,21766,1459,311,108,75,139,384,51,0,0,157,20,12,0,0,3,18,8,153,36,3,4,3522,29940,4247,30758,7769,60685,22869,0.41690669777956,4861,0.0758808011114407,4.21
LGA16950,Shoalhaven(C),Shoalhaven,48,1517,511,280,1226,0.7,992,2.3,49284,50364,4566.7,99650,88582,7942,4557,3961,4324,5317,6612,6540,3484,991,43722,7496,4364,4233,4733,5850,7179,6742,3709,1306,45618,224,150,235,255,1093,949,3410,2308,2759,2509,1657,1494,2470,1511,821,458,886,2597,518,247,165,727,1297,2849,1331,983,942,799,481,374,266,275,17,6,133,16,148,832,123,1230,6228,16281,10900,1970,400,1061,98,112,4,6,44,24870,1756,478,204,257,247,1141,23,0,0,54,12,0,0,0,11,12,6,180,19,0,9,8517,40760,9447,40916,17976,81671,36491,0.437899006384102,10916,0.122186279228556,1.82
LGA17000,Singleton(A),Singleton,36,1950,684,280,1981,0.8,1682,2.7,11701,11288,4892.7,22987,20443,2292,1371,1303,1363,1527,1250,790,350,79,10323,2247,1321,1312,1439,1513,1208,710,364,142,10251,34,21,35,38,150,156,324,287,389,389,328,365,813,581,358,273,620,615,86,59,31,110,165,299,125,129,147,159,120,95,85,161,12,8,71,6,38,80,42,174,817,3101,2832,516,93,154,7,26,0,0,11,7566,472,122,72,26,137,386,3,0,0,12,0,0,0,0,3,0,0,84,4,0,4,904,10804,996,10288,1900,21097,6576,0.362773762895129,1717,0.0834264612992566,1.56
LGA17040,SnowyMonaroRegional(A),Snowy.M.R.,43,1300,675,220,1569,0.8,1200,2.3,10461,9756,15163.5,20218,17517,1681,982,912,1029,1282,1312,1023,507,123,8851,1514,878,919,1062,1331,1191,963,476,203,8543,34,30,43,35,144,138,419,302,437,446,343,339,619,390,224,153,234,549,81,51,37,143,252,446,267,238,265,192,135,97,68,94,19,10,44,11,46,145,51,362,1223,3276,1773,402,160,269,26,50,3,0,14,5971,559,123,29,52,132,750,3,0,0,42,18,0,0,0,5,3,0,65,24,0,3,1245,9204,1323,8420,2551,17661,5588,0.333532290796228,2291,0.131681802506035,3.04
LGA17080,SnowyValleys(A),Snowy.V.,45,1300,577,180,1418,0.8,1120,2.3,7278,7119,8959,14395,12465,1227,661,611,705,865,921,782,423,105,6299,1210,606,634,726,823,943,770,418,176,6311,36,24,41,46,133,117,352,244,325,343,243,237,469,245,132,68,108,458,87,29,19,113,180,369,162,124,144,134,76,70,48,55,4,3,18,4,11,101,26,174,863,2602,1337,199,32,152,13,8,0,0,4,3997,317,96,20,13,34,289,0,0,0,0,0,0,0,0,0,0,0,28,0,0,3,1048,6228,1135,5970,2191,12213,4581,0.388582576978539,1575,0.124940504521656,1.02
LGA17100,Strathfield(A),Strathfield,32,2167,682,470,1894,1.1,1781,3,20434,19874,14,40312,26632,3021,3018,4503,2474,2054,1772,1059,611,207,18720,2864,2789,3992,2394,2336,1866,1114,757,342,18447,146,50,94,77,162,192,440,419,650,606,567,571,1205,824,587,448,1368,934,99,169,55,149,214,335,192,207,219,243,218,183,134,274,84,60,94,128,181,88,62,766,4944,3123,1886,1077,352,456,4885,390,0,6,26,8569,743,98,76,69,129,623,1160,9,29,228,122,33,0,3,18,13,5,84,207,0,0,1468,18970,1841,18024,3314,37006,12963,0.380302763597958,2217,0.0596545043590571,41.04
LGA17150,SutherlandShire(A),Sutherland.S.,40,2427,837,450,2312,0.9,1979,2.7,106713,111750,333.6,218464,196928,20767,12715,11947,13821,13874,12443,8867,4469,1625,100530,19540,12113,12757,14815,14955,13235,9690,5418,2545,105068,373,211,242,181,891,849,2326,2338,3401,3327,2890,3280,7332,6352,4866,3689,9643,5713,681,448,211,714,1239,2663,1533,1368,1503,1674,1112,1126,841,1302,182,90,540,92,333,810,188,3467,16100,27110,21042,6012,1067,1372,12937,537,18,10,121,68215,3651,1029,459,419,447,2410,1257,26,41,2855,572,145,0,4,47,41,15,563,492,5,21,11247,95474,14562,97182,25813,192664,55054,0.311366746977049,16042,0.0780283279505039,20.31
LGA17200,Sydney(C),Sydney,32,2499,953,565,2524,1.2,1926,2,107852,100530,26.7,208374,116534,6290,12831,29423,15954,10056,6927,4409,1830,518,88249,6203,15478,28615,12950,7882,6458,4258,2077,686,84618,775,187,306,235,632,607,1150,1183,1673,1763,1644,1825,4658,3858,3293,3211,9395,3608,322,3661,663,1713,2368,2672,1721,1829,2374,3030,2848,2898,2505,5462,1161,854,4086,1750,2445,1048,4066,27033,34411,13020,3153,677,366,2695,19793,14433,81,705,1039,23343,2582,146,1425,3501,1180,28120,4123,57,243,225,149,442,23,135,111,112,274,489,676,93,46,5192,102661,5639,94902,10827,197550,54951,0.282762843734563,31852,0.184254063747325,40.72
LGA17310,TamworthRegional(A),Tamworth.R.,40,1500,633,260,1446,0.8,1180,2.5,29077,30581,9884.4,59663,52985,5811,3070,3135,2979,3295,3264,2610,1400,373,25931,5466,3014,3366,3320,3655,3598,2819,1677,633,27553,98,48,114,117,476,533,1378,1084,1429,1359,1006,1032,1832,1084,626,375,644,1538,311,135,79,363,607,1330,678,576,634,549,327,239,196,227,47,24,97,30,117,401,66,687,3064,9326,6502,1189,235,670,11,104,10,0,39,18360,1455,438,181,87,139,882,0,0,0,4,0,0,0,0,4,14,0,147,3,3,12,3418,25650,4310,26264,7735,51940,17615,0.370452155625657,5973,0.111680347026158,1.37
LGA17350,Temora(A),Temora,46,1148,546,175,1329,0.7,1033,2.4,3036,3073,2802,6110,5682,601,302,257,264,359,404,368,180,55,2783,531,270,265,303,404,381,332,237,88,2814,10,8,12,9,57,46,193,113,184,159,111,121,172,83,56,37,46,133,45,10,7,37,92,198,90,66,61,36,21,16,11,7,0,0,17,0,10,61,3,101,347,1063,638,100,31,57,0,13,0,0,3,1558,106,39,13,16,21,181,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,465,2559,578,2499,1040,5076,2077,0.420956627482773,704,0.125894134477825,1.42
LGA17400,Tenterfield(A),Tenterfield,53,1079,454,180,1015,0.7,767,2.1,3253,3375,7322.8,6628,5785,470,247,172,263,377,555,512,226,39,2870,483,237,199,330,362,581,478,210,75,2958,17,22,23,27,123,88,254,143,176,169,77,91,110,55,23,15,38,189,41,33,24,91,123,274,84,89,72,60,24,14,19,18,0,0,8,3,8,49,40,162,540,1154,545,115,32,92,0,16,0,0,0,1316,86,70,16,7,36,134,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,558,2687,604,2771,1164,5461,2715,0.485601860132356,945,0.162120432321153,2.23
LGA17420,TheHillsShire(A),The.H.S.,38,2500,827,562,2464,0.8,2363,3.2,77451,79791,386.2,157243,135131,16839,10560,7619,10736,10531,8551,6257,2526,622,74235,15975,9772,8163,12032,11238,9229,6560,2690,921,76571,357,159,182,123,499,495,1300,1395,2079,2109,1866,2100,4985,4180,3533,3060,8778,4101,381,193,85,228,348,820,550,481,464,549,411,369,291,547,67,40,255,56,152,235,43,566,3216,11345,23139,7289,1575,674,883,8534,7,12,70,49804,2905,691,319,170,338,999,874,0,3,816,113,14,4,0,943,245,39,383,366,53,13,6300,71147,7031,72769,13324,143922,42160,0.341042379530986,5423,0.0359589154637261,19.37
LGA17550,Tweed(A),Tweed,47,1733,539,340,1332,0.8,1064,2.4,44109,47261,1307.7,91371,80131,7436,4288,3584,4407,5097,5699,5263,3058,1068,39898,7061,4057,3933,5048,5816,6561,5535,3557,1411,42976,174,129,165,166,785,853,2624,1868,2387,2246,1612,1487,2558,1562,862,482,911,2327,444,264,145,589,1142,2613,1430,916,981,848,485,325,260,251,55,18,135,14,212,758,240,1835,8073,14503,7661,1441,313,1022,33,319,9,4,45,24510,1593,421,211,290,264,992,10,0,0,59,0,3,0,6,18,27,11,208,20,20,11,7527,36576,8977,38282,16503,74862,32033,0.421198653552832,10108,0.12195945945946,2.57
LGA17620,UpperHunterShire(A),Upper.H.S.,41,1688,630,220,1589,0.8,1242,2.4,6970,7140,8096.1,14112,12262,1323,635,691,796,817,850,651,307,93,6163,1323,641,784,795,855,779,598,409,139,6326,33,20,37,28,104,94,305,226,305,301,207,233,436,292,186,106,216,353,76,31,31,80,141,332,136,150,137,117,80,53,58,72,9,3,26,6,21,113,15,169,787,2197,1504,277,77,141,3,18,0,0,0,4093,319,78,32,18,67,338,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,813,6147,992,6160,1807,12296,4172,0.372267332916927,1471,0.117793081358104,1.12
LGA17640,UpperLachlanShire(A),Upper.L.S.,48,1400,609,190,1498,0.7,1161,2.4,3917,3785,7127.4,7695,6927,656,322,256,353,540,567,504,247,64,3511,597,310,308,359,526,524,453,237,70,3392,15,12,17,16,78,55,178,149,172,165,143,139,219,143,102,51,101,211,43,33,12,62,81,182,97,72,87,65,38,28,18,30,0,0,25,0,10,48,14,99,406,1256,847,170,48,74,3,3,4,0,5,1984,153,102,33,4,36,161,0,0,0,0,0,0,0,0,3,3,0,30,0,0,0,596,3333,607,3174,1200,6483,2382,0.375354554049795,844,0.122301115780322,1.82
LGA17650,Uralla(A),Uralla,46,1346,552,190,1342,0.8,1058,2.4,2926,3120,3226.5,6048,5548,529,277,191,301,374,443,370,134,37,2656,559,278,240,326,442,457,325,168,53,2835,13,9,21,12,65,56,174,133,145,157,99,122,179,92,58,36,45,164,38,11,11,44,72,166,76,55,61,51,28,22,15,13,0,0,9,0,9,34,12,76,328,1055,573,142,45,56,0,6,0,0,0,1724,117,43,26,8,19,111,0,0,0,3,0,0,0,0,0,0,0,12,0,0,3,388,2550,414,2685,798,5263,2052,0.419803600654664,614,0.111758281761922,1.01
LGA17750,WaggaWagga(C),Wagga.W.,35,1517,696,265,1682,0.8,1354,2.5,30504,31880,4824.5,62385,55678,6210,3889,3707,3362,3273,3125,2150,1076,356,27164,5925,4006,4074,3577,3628,3392,2309,1485,562,28959,90,65,104,107,417,452,1087,963,1255,1353,1072,1138,2077,1399,845,477,865,1521,291,112,93,385,551,1043,607,615,680,656,468,289,274,328,52,34,107,23,152,355,56,476,3681,9088,7014,1281,227,583,11,99,5,5,72,21337,1713,238,161,182,284,1356,0,0,0,12,0,0,0,0,12,3,4,140,3,3,8,2810,27707,3756,28139,6556,55831,17036,0.342845642986516,5881,0.104789565589252,1.16
LGA17850,Walcha(A),Walcha,48,1083,577,148,1329,0.7,1054,2.3,1551,1540,6261,3092,2694,233,123,127,129,194,217,216,88,16,1353,238,123,120,150,183,197,190,101,32,1336,11,7,9,3,22,29,80,65,83,68,48,65,77,33,28,15,38,87,28,7,10,27,48,73,39,35,29,25,21,5,13,4,0,0,13,0,0,32,12,32,180,520,307,74,21,43,3,3,0,0,0,719,60,38,24,0,30,103,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,263,1292,288,1259,558,2543,963,0.376760563380282,359,0.133655994043187,1.52
LGA17900,Walgett(A),Walgett,43,750,464,145,1039,0.9,806,2.3,3235,2875,22308.4,6107,5181,547,263,308,293,347,463,362,162,24,2760,525,222,328,292,378,321,238,119,31,2466,24,15,24,29,86,73,160,121,128,110,70,59,101,63,27,22,38,162,57,29,22,90,128,187,65,55,79,65,32,27,14,25,0,0,16,0,18,80,51,272,504,753,444,102,24,134,0,8,0,0,0,1136,117,41,13,12,31,242,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,440,2792,325,2561,763,5332,2257,0.462026612077789,853,0.163035168195719,1.24
LGA17950,Warren(A),Warren,43,899,649,144,1468,0.7,1104,2.4,1366,1366,10753.8,2732,2396,245,105,130,119,155,183,163,68,17,1193,261,102,129,142,161,152,129,71,17,1168,9,3,11,3,23,19,58,44,58,57,34,50,91,48,18,17,29,97,17,9,4,31,38,60,25,28,37,30,16,13,14,8,0,0,3,0,0,28,3,34,135,440,278,58,19,39,0,0,0,0,0,679,42,25,4,4,19,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,186,1189,202,1176,391,2331,760,0.352995819786345,313,0.132683340398474,0.35
LGA18020,WarrumbungleShire(A),Warrumbungle.S.,49,923,479,160,1103,0.7,878,2.3,4689,4692,12372.1,9384,8199,768,393,304,384,528,654,614,331,85,4060,751,357,357,412,572,613,552,314,105,4032,20,24,22,30,127,98,318,217,236,219,114,119,211,101,47,30,58,272,75,30,26,73,148,302,114,74,92,81,33,28,17,31,0,0,18,0,14,100,29,141,583,1562,871,181,40,108,0,19,0,0,0,1849,131,87,43,5,42,290,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,854,3842,860,3836,1710,7677,3432,0.445772178204962,1108,0.136959208899876,1.92
LGA18050,Waverley(A),Waverley,35,3000,1151,622,2917,1,2308,2.4,32485,34334,9.4,66812,47771,5061,2593,6299,5286,3626,2413,1741,908,394,28323,4765,2800,7274,5210,3610,2567,2023,1222,595,30070,111,55,58,48,161,179,374,418,584,650,570,641,1507,1278,1069,1289,4516,1671,176,233,87,290,383,695,465,477,605,706,629,606,530,1060,288,212,983,535,722,292,485,3715,10420,5777,3002,900,187,679,3431,2960,306,16,174,13451,1113,123,977,839,245,2134,4495,24,4,203,127,107,17,3,63,41,51,274,331,23,13,2537,29932,3401,30930,5942,60879,12117,0.215946962271212,6979,0.119513656991181,39.55
LGA18100,Weddin(A),Weddin,51,910,492,135,1193,0.7,904,2.2,1834,1831,3414.9,3664,3262,291,129,114,173,218,259,261,140,45,1620,274,122,126,177,213,247,253,134,63,1605,6,6,14,10,43,33,136,89,109,100,56,43,71,52,29,13,41,83,25,10,10,32,65,140,50,39,35,32,13,14,12,6,0,0,6,0,12,40,10,54,263,574,405,81,17,47,0,10,0,0,0,766,56,25,8,6,15,105,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,346,1498,368,1475,714,2938,1366,0.447722058341527,474,0.146703806870938,1.9
LGA18200,Wentworth(A),Wentworth,44,1200,555,160,1308,0.8,1052,2.4,3512,3288,26256.2,6794,5973,628,312,271,313,435,455,382,177,38,3015,560,310,297,347,399,422,338,154,51,2875,17,10,18,22,74,59,169,132,158,161,77,105,180,97,70,39,65,201,51,16,18,47,69,142,73,66,74,47,38,19,18,21,3,0,12,0,4,51,21,114,376,1118,594,95,11,95,0,21,0,0,0,1816,126,23,7,8,38,143,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,448,3055,428,2857,866,5935,2193,0.39735459322341,659,0.111979609175871,1.77
LGA18250,Willoughby(C),Willoughby,37,2877,946,580,2671,1,2271,2.7,35686,38624,22.4,74302,54978,7075,3819,4942,5527,4471,3261,2322,1197,495,33114,6673,3936,5509,6113,4947,3724,2665,1484,701,35749,380,95,125,93,283,274,530,556,825,846,741,833,2013,1458,1170,1540,5356,2014,167,354,108,228,332,563,390,357,436,538,498,476,402,777,122,114,571,166,251,181,225,2838,8482,7180,4978,1645,318,485,6968,4123,7,10,99,13141,1091,81,265,334,191,2858,1018,3,9,221,105,64,0,0,124,55,50,161,151,23,8,3026,32652,3921,34701,6944,67355,19025,0.317617990283644,5534,0.080368294170612,42.02
LGA18350,Wingecarribee(A),Wingecarribee,47,1842,645,350,1639,0.7,1335,2.4,22894,24988,2689.3,47882,42343,4004,2182,1818,2159,2720,2813,2961,1608,390,20644,3824,2097,1859,2488,3195,3235,3433,1750,549,22438,111,74,87,64,324,311,921,813,1095,1067,841,805,1541,984,626,468,1005,1416,200,123,71,214,448,952,540,417,475,408,256,204,171,225,18,13,129,11,69,293,47,425,2312,7038,5912,1322,327,384,263,96,3,4,21,13509,947,351,56,58,129,662,19,0,0,142,24,11,0,0,3,15,0,120,24,0,6,3948,18948,4638,20330,8588,39298,14524,0.367947711093659,4642,0.107743013647758,4.4
LGA18400,Wollondilly(A),Wollondilly,37,2167,738,365,2032,0.8,1871,3,24207,24314,2555.4,48519,44193,5285,3050,2594,2985,3123,2731,1868,797,189,22618,4906,2903,2751,3192,3255,2805,1826,822,288,22752,68,26,52,49,255,216,674,545,789,779,730,826,1812,1356,890,649,1331,1294,210,62,36,114,213,481,194,224,237,222,156,130,96,130,11,6,45,6,28,154,41,292,1213,4815,6235,1736,439,318,369,67,3,0,18,16935,863,634,65,23,86,339,41,0,0,437,55,0,0,0,3,6,0,101,50,3,9,1983,22227,2099,22235,4071,44433,12931,0.341728329809725,2310,0.0509068470811204,5.64
LGA18450,Wollongong(C),Wollongong,39,1950,584,320,1710,0.9,1339,2.6,100542,103087,684,203630,176569,18004,13540,12159,11935,12202,10803,8093,4754,1523,93023,17170,12554,12103,12504,12679,11685,8815,5852,2363,95723,442,272,380,343,1539,1451,4210,3053,3978,3831,3037,3226,6346,4734,3103,2052,4190,4864,721,627,323,1416,2438,4234,1885,1539,1655,1729,1166,986,749,980,159,80,372,71,576,1201,283,3400,16107,31567,16238,3659,801,1898,2994,1585,13,11,123,58537,4297,659,430,577,373,2631,287,0,10,1041,193,92,0,0,72,86,34,523,189,24,25,11274,89264,14319,88776,25587,178046,70007,0.419020428196058,18869,0.0999698008445167,9.56
LGA18500,Woollahra(A),Woollahra,39,3200,1365,650,3626,0.9,2687,2.3,25232,29009,12.3,54240,42756,3832,2184,3667,3271,2959,2390,2231,1096,472,22109,3826,2379,4657,3753,3329,2791,2648,1412,709,25498,129,52,43,43,106,96,201,256,404,426,358,411,1051,881,834,1180,5009,1538,183,208,66,154,243,389,403,364,491,623,522,504,463,973,142,111,1183,405,409,254,301,2328,7263,6229,2903,1197,329,549,3367,2300,750,4,246,10419,969,54,361,341,219,2443,1216,79,3,148,66,57,30,3,36,20,32,185,192,21,9,3032,22188,3997,24998,7044,47187,9370,0.204746088628616,6284,0.131991850280409,36.1
LGA18710,YassValley(A),Yass.V.,42,2000,869,300,2214,0.8,1879,2.7,7931,8209,3995.3,16142,14705,1653,795,644,954,1119,976,719,292,84,7248,1566,823,720,1082,1201,981,693,312,122,7498,18,18,19,17,64,74,186,176,286,278,230,229,537,438,312,254,668,433,59,12,9,49,91,207,111,90,106,118,84,85,43,92,15,5,25,5,15,60,26,122,615,1987,1988,541,138,103,0,69,3,0,3,5262,451,158,41,9,56,261,0,0,0,0,0,0,0,0,27,16,3,51,0,0,7,779,7146,895,7318,1680,14463,3655,0.286801632140615,1104,0.0748525323750763,2.63
LGA19399,UnincorporatedNSW,Unincorporated,41,1083,717,110,1427,0.8,1270,2.5,569,492,93214.2,1056,902,85,32,58,71,65,73,53,23,6,466,72,28,49,60,52,67,41,8,10,389,10,0,4,3,3,0,15,16,26,17,7,11,30,14,5,8,12,38,8,3,0,5,4,9,10,16,7,11,7,7,3,12,0,0,0,0,4,6,0,31,52,99,94,20,19,19,0,0,0,0,0,148,12,4,23,56,18,110,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,56,508,47,446,108,944,266,0.306098964326812,97,0.114117647058824,3.36
